category_name,property_type,building_size,land_size,preferred_size,listing_agency,price,location_number,address,address_1,city,state,zip_code,phone,product_depth,bedroom_count,bathroom_count,parking_count,RunDate
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Real Estate NT by George Pikos - FANNIE BAY,315000.0,138408243,"1109/6 Carey St, Darwin City, NT 0800",1109/6 Carey St,Darwin City,NT,800,08 8941 9959,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Alliance Realty - Larrakeyah,450000.0,138405187,"15/14 Dashwood Place, Darwin City, NT 0800",15/14 Dashwood Place,Darwin City,NT,800,08 8982 8282,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,200.0,,200.0,For Sale By Owner                                                                                   ,,138397515,"21/12 Dashwood Place, Darwin City, NT 0800",21/12 Dashwood Place,Darwin City,NT,800,1300 114 970,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Cate Killiner Real Estate - Woolner,380000.0,138380847,"406/90 Esplanade, Darwin City, NT 0800",406/90 Esplanade,Darwin City,NT,800,08 8942 2283,standard,2.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Real Estate NT by George Pikos - FANNIE BAY,275000.0,138372799,"36/79 Mitchell St, Darwin City, NT 0800",36/79 Mitchell St,Darwin City,NT,800,08 8941 9959,feature,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,246.0,,Elders Real Estate - Darwin,1070000.0,114744215,"204/8A Gardiner Street, Darwin City, NT 0800",204/8A Gardiner Street,Darwin City,NT,800,08 8946 0500,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Territory Real Estate - Darwin,270000.0,138356819,"2/51 Knuckey Street, Darwin City, NT 0800",2/51 Knuckey Street,Darwin City,NT,800,0889855678,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,172.06,,172.06,Exact PTY LTD,1100000.0,138324674,"19/13 The Esplanade, Arkaba East, Darwin City, NT 0800","19/13 The Esplanade, Arkaba East",Darwin City,NT,800,0889418366,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,125.0,125.0,Elders Real Estate - Darwin,,138284014,"1017/55 Cavenagh Street, Darwin City, NT 0800",1017/55 Cavenagh Street,Darwin City,NT,800,08 8946 0500,feature,3.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",House,,209.0,209.0,Elders Real Estate - Darwin,550000.0,138265490,"29/8 Knuckey Street, Darwin City, NT 0800",29/8 Knuckey Street,Darwin City,NT,800,08 8946 0500,feature,3.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Real Estate Central - DARWIN CITY,,138212502,"8/24 Harry Chan Avenue, Darwin City, NT 0800",8/24 Harry Chan Avenue,Darwin City,NT,800,08 8943 3000,feature,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Habitat Real Estate - THE GARDENS,380000.0,138172746,"46/10 Doctors Gully Road, Darwin City, NT 0800",46/10 Doctors Gully Road,Darwin City,NT,800,08 8981 0080,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,209.0,,First National Real Estate O'Donoghues - Darwin,868000.0,138131738,"2703/43E Knuckey Street, Darwin City, NT 0800",2703/43E Knuckey Street,Darwin City,NT,800,08 8942 8942,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,92.0,,First National Real Estate O'Donoghues - Darwin,,138105902,"707/43B Knuckey Street, Darwin City, NT 0800",707/43B Knuckey Street,Darwin City,NT,800,08 8942 8942,feature,2.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Real Estate Central - DARWIN CITY,539000.0,138089306,"801/79 Smith Street, Darwin City, NT 0800",801/79 Smith Street,Darwin City,NT,800,08 8943 3000,feature,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Real Estate Central - DARWIN CITY,165000.0,138088682,"156/21 Cavenagh Street, Darwin City, NT 0800",156/21 Cavenagh Street,Darwin City,NT,800,08 8943 3000,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Studio,52.0,,52.0,Raine & Horne - Darwin,130000.0,138082094,"85/21 Cavenagh Street, Darwin City, NT 0800",85/21 Cavenagh Street,Darwin City,NT,800,08 8941 8941,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,For Sale By Owner                                                                                   ,589000.0,138055490,"20/102 McMinn Street, Darwin City, NT 0800",20/102 McMinn Street,Darwin City,NT,800,1300 114 970,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,18.0,,18.0,Professionals - DARWIN CITY,360000.0,137987178,"27/101 Mitchell Street, Darwin City, NT 0800",27/101 Mitchell Street,Darwin City,NT,800,08 8941 8289,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,163.0,,Professionals - DARWIN CITY,430000.0,137986214,"26/101 Mitchell Street, Darwin City, NT 0800",26/101 Mitchell Street,Darwin City,NT,800,08 8941 8289,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,243.0,,First National Real Estate O'Donoghues - Darwin,839000.0,137979626,"2704/43E Knuckey Street, Darwin City, NT 0800",2704/43E Knuckey Street,Darwin City,NT,800,08 8942 8942,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,33.0,,33.0,Property Shop - Darwin,147000.0,137961414,"46/21 Cavenagh Street, Darwin City, NT 0800",46/21 Cavenagh Street,Darwin City,NT,800,08 8981 5000,feature,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,54.0,54.0,Complete Real Estate (NT),270000.0,137955858,"19/79 Mitchell Street, Darwin City, NT 0800",19/79 Mitchell Street,Darwin City,NT,800,08 8983 1266,feature,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,231.0,,231.0,Elders Real Estate - Darwin,795000.0,137954042,"21/2-3 Packard Place, Darwin City, NT 0800",21/2-3 Packard Place,Darwin City,NT,800,08 8946 0500,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Real Estate Central - DARWIN CITY,430000.0,137875178,"11/28-30 Cavenagh Street, Darwin City, NT 0800",11/28-30 Cavenagh Street,Darwin City,NT,800,08 8943 3000,feature,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,213.0,,213.0,Professionals - DARWIN CITY,,137711746,"51/96 Woods Street, Darwin City, NT 0800",51/96 Woods Street,Darwin City,NT,800,08 8941 8289,feature,3.0,3.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,135.0,135.0,Core Realty NT - RAPID CREEK,555000640.0,137649782,"1205/16 Harvey Street, Darwin City, NT 0800",1205/16 Harvey Street,Darwin City,NT,800,0450 473 710,feature,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,183.0,,183.0,Elders Real Estate - Darwin,,137633766,"39/130 Smith Street, Darwin City, NT 0800",39/130 Smith Street,Darwin City,NT,800,08 8946 0500,feature,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,144.0,,Pacific Property Darwin,529000.0,137629830,"605/29 Daly Street, Darwin City, NT 0800",605/29 Daly Street,Darwin City,NT,800,0433038633,feature,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Knight Frank (NT) - Darwin,460000.0,137607210,"5002/5 Anchorage Court, Darwin City, NT 0800",5002/5 Anchorage Court,Darwin City,NT,800,08 8982 2500,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Real Estate Central - DARWIN CITY,195000.0,137601074,"123/21 Cavenagh Street, Darwin City, NT 0800",123/21 Cavenagh Street,Darwin City,NT,800,08 8943 3000,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,211.0,,First National Real Estate O'Donoghues - Darwin,479000.0,137577878,"7/12 Dashwood Place, Darwin City, NT 0800",7/12 Dashwood Place,Darwin City,NT,800,08 8942 8942,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Real Estate Central - DARWIN CITY,295000.0,137573846,"8/93 Woods Street, Darwin City, NT 0800",8/93 Woods Street,Darwin City,NT,800,08 8943 3000,feature,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Knight Frank (NT) - Darwin,370000.0,137422038,"10/4 Foelsche Street, Darwin City, NT 0800",10/4 Foelsche Street,Darwin City,NT,800,08 8982 2500,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Habitat Real Estate - THE GARDENS,475000.0,137421174,"506/29 Daly Street, Darwin City, NT 0800",506/29 Daly Street,Darwin City,NT,800,08 8981 0080,feature,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Habitat Real Estate - THE GARDENS,520000.0,137351610,"7/32  McLachlan Street, Darwin City, NT 0800",7/32  McLachlan Street,Darwin City,NT,800,08 8981 0080,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Real Estate Central - DARWIN CITY,449000.0,137345410,"504/31 Smith Street, Darwin City, NT 0800",504/31 Smith Street,Darwin City,NT,800,08 8943 3000,feature,2.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,LJ Hooker Darwin -   ,525000.0,137309842,"812/102 Esplanade, Darwin City, NT 0800",812/102 Esplanade,Darwin City,NT,800,08 8924 0900,feature,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Real Estate Central - DARWIN CITY,,137300662,"702/3-5 Gardiner Street, Darwin City, NT 0800",702/3-5 Gardiner Street,Darwin City,NT,800,08 8943 3000,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Real Estate Central - DARWIN CITY,500000.0,137286054,"54/39 Cavenagh Street, Darwin City, NT 0800",54/39 Cavenagh Street,Darwin City,NT,800,08 8943 3000,premiere,3.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Raine & Horne - Darwin,,137275838,"95/9 Carey Street, Darwin City, NT 0800",95/9 Carey Street,Darwin City,NT,800,08 8941 8941,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,186.0,,186.0,@realty - National Head Office Australia,595000.0,137213670,"15/29 Woods Street, Darwin City, NT 0800",15/29 Woods Street,Darwin City,NT,800,1300 299 377,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Knight Frank (NT) - Darwin,190000.0,130310230,"137/21 Cavenagh Street, Darwin City, NT 0800",137/21 Cavenagh Street,Darwin City,NT,800,08 8982 2500,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,111.0,,111.0,iProperty NT - Darwin,,136800442,"1105/102 Esplanade, Darwin City, NT 0800",1105/102 Esplanade,Darwin City,NT,800,0404 877 261,feature,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,First National Real Estate O'Donoghues - Darwin,15.0,136755542,"7/68B Esplanade, Darwin City, NT 0800",7/68B Esplanade,Darwin City,NT,800,08 8942 8942,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,@realty - National Head Office Australia,235000.0,136588634,"906/3 Gardiner Street, Darwin City, NT 0800",906/3 Gardiner Street,Darwin City,NT,800,1300 299 377,standard,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,PRD Darwin - DARWIN City,38900000.0,136568730,"3/24 Harvey Street, Darwin City, NT 0800",3/24 Harvey Street,Darwin City,NT,800,0421073034,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,99.0,,99.0,LJ Hooker Darwin -   ,370000.0,136546906,"211-212/90 Esplanade, Darwin City, NT 0800",211-212/90 Esplanade,Darwin City,NT,800,08 8924 0900,feature,2.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,415.0,,415.0,Chin Property Group,1950000.0,136545698,"2035/27 Woods Street, Darwin City, NT 0800",2035/27 Woods Street,Darwin City,NT,800,08 8981 8980,feature,5.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,LJ Hooker Darwin -   ,175000.0,136028534,"97/21 Cavenagh Street, Darwin City, NT 0800",97/21 Cavenagh Street,Darwin City,NT,800,08 8924 0900,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,81.0,,81.0,Knight Frank (NT) - Darwin,520000.0,135951846,"5506/5 Anchorage Court, Darwin City, NT 0800",5506/5 Anchorage Court,Darwin City,NT,800,08 8982 2500,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,329000.0,135915590,"2028/55 Cavenagh Street, Darwin City, NT 0800",2028/55 Cavenagh Street,Darwin City,NT,800,08 8945 9372,feature,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,77.7,,First National Real Estate O'Donoghues - Darwin,559000.0,135722762,"24/1 Dashwood Place, Darwin City, NT 0800",24/1 Dashwood Place,Darwin City,NT,800,08 8942 8942,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,94.0,,First National Real Estate O'Donoghues - Darwin,,135617378,"306/90 Esplanade, Darwin City, NT 0800",306/90 Esplanade,Darwin City,NT,800,08 8942 8942,feature,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,PRD Darwin - DARWIN City,279000.0,135549954,"709/43B Knuckey Street, Darwin City, NT 0800",709/43B Knuckey Street,Darwin City,NT,800,0421073034,standard,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Real Estate Central - DARWIN CITY,500000.0,135408698,"506/90 Esplanade, Darwin City, NT 0800",506/90 Esplanade,Darwin City,NT,800,08 8943 3000,feature,2.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,For Sale By Owner                                                                                   ,280000.0,135162630,"43/79 Mitchell Street, Darwin City, NT 0800",43/79 Mitchell Street,Darwin City,NT,800,1300 114 970,standard,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Chin Property Group,1250000.0,135071734,"236/130 Esplanade, Darwin City, NT 0800",236/130 Esplanade,Darwin City,NT,800,08 8981 8980,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,David Booth Real Estate Pty Ltd - Darwin,800000.0,135017498,"123/8 Gardiner Street, Darwin City, NT 0800",123/8 Gardiner Street,Darwin City,NT,800,0418 892 861,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,92.0,92.0,92.0,No Agent Property - BRIGHTON EAST,280000300000.0,134958294,"43/79 Mitchell Street, Darwin City, NT 0800",43/79 Mitchell Street,Darwin City,NT,800,1300 850 855,standard,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,184.0,,First National Real Estate O'Donoghues - Darwin,449000.0,134691086,"39/117 Smith Street, Darwin City, NT 0800",39/117 Smith Street,Darwin City,NT,800,08 8942 8942,feature,3.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Professionals - DARWIN CITY,455000.0,134336186,"905/12 Harvey Street, Darwin City, NT 0800",905/12 Harvey Street,Darwin City,NT,800,08 8941 8289,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Knight Frank (NT) - Darwin,450000.0,134284934,"3/8 Knuckey Street, Darwin City, NT 0800",3/8 Knuckey Street,Darwin City,NT,800,08 8982 2500,feature,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,158.0,,158.0,@realty - National Head Office Australia,685000.0,134243058,"33/29 Woods Street, Darwin City, NT 0800",33/29 Woods Street,Darwin City,NT,800,1300 299 377,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Alliance Realty - Larrakeyah,289000.0,133954166,"2036/55 Cavenagh Street, Darwin City, NT 0800",2036/55 Cavenagh Street,Darwin City,NT,800,08 8982 8282,feature,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,106.7,,Property Now - MOOLOOLABA,429000.0,131924438,"607/6 Finniss Street, Darwin City, NT 0800",607/6 Finniss Street,Darwin City,NT,800,1300 815 051 ,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,172.0,,172.0,Get Realty - PALMERSTON CITY,559000.0,131088786,"1205/24 Litchfield Street, Darwin City, NT 0800",1205/24 Litchfield Street,Darwin City,NT,800,0416175735,standard,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Studio,55.0,,55.0,PRD Darwin - DARWIN City,210000.0,130799762,"149/21 Cavenagh Street, Darwin City, NT 0800",149/21 Cavenagh Street,Darwin City,NT,800,0421073034,standard,0.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,54.0,54.0,54.0,Raine & Horne - Darwin,200000250000.0,130692394,"49/79 Mitchell Street, Darwin City, NT 0800",49/79 Mitchell Street,Darwin City,NT,800,08 8941 8941,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,6200.0,,6200.0,No Agent Property - BRIGHTON EAST,300000.0,128847582,"613/43b Knuckey Street, Darwin City, NT 0800",613/43b Knuckey Street,Darwin City,NT,800,1300 850 855,standard,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,,,Alliance Realty - Larrakeyah,450000.0,127886758,"11/4 McMinn Street, Darwin City, NT 0800",11/4 McMinn Street,Darwin City,NT,800,08 8982 8282,feature,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,76.0,,76.0,Knight Frank (NT) - Darwin,300000.0,126358194,"1303/43B Knuckey Street, Darwin City, NT 0800",1303/43B Knuckey Street,Darwin City,NT,800,08 8982 2500,feature,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,98.0,128.0,98.0,Property Now - MOOLOOLABA,499000.0,126204186,,,Darwin City,NT,800,1300 815 051 ,standard,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,,264.0,,First National Real Estate O'Donoghues - Darwin,,125698410,"1201/102 Esplanade, Darwin City, NT 0800",1201/102 Esplanade,Darwin City,NT,800,08 8942 8942,feature,4.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Real Estate Central - DARWIN CITY,480000.0,125245746,"17/1 Dashwood Place, Darwin City, NT 0800",17/1 Dashwood Place,Darwin City,NT,800,08 8943 3000,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,78.0,,78.0,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,325000.0,125074482,"1005/5 Gardiner Street, Darwin City, NT 0800",1005/5 Gardiner Street,Darwin City,NT,800,08 8945 9372,feature,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,192.0,,192.0,Property Shop - Darwin,,125047766,"16/43 McLachlan Street, Darwin City, NT 0800",16/43 McLachlan Street,Darwin City,NT,800,08 8981 5000,standard,3.0,2.0,2.0,2022-05-27 15:54:05
